cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Joaíma;Hotel Cacique de Paulo Resende Costa;Praça Coronel Antônio Moreira  nº 258;BI;2000
Joaíma;Centro Cultural Eduardo Araújo - Antiga Cinema;Praça Mário Martins  nº 158;BI;2000
Joaíma;Cartório do Registro Civil Artur Bernardes Alves Murta;Rua Bernardino Murta  nº 77;BI;2000
Joaíma;Mercearia do Zezinho;Rua João Pinheiro  nº 133;BI;2000
Joaíma;Sobrado do Zezinho;Rua João Pinheiro  nº 140;BI;2000
Joaíma;Mercearia do Senhor Joaquim;Rua Professor Antônio Gomes Moreira  nº 756;BI;2000
Joaíma;Edificação;Rua Theopompo de Almeida  nº 820;BI;2000
Joaíma;Edificação;Rua Tiradentes  nº 40;BI;2000
Joaíma;Edificação;Rua Tiradentes  nº 53;BI;2000
Joaíma;Edificação;Rua Tiradentes  nº 94;BI;2000
Joaíma;Edificação;Travessa Antônio Serafim Costa  nº 18;BI;2000
Joaíma;Antigo Quartel - atual Centro de aprendizagem;Travessa Antônio Serafim Costa  nº 691;BI;2000
Joaíma;Câmara Municipal;Travessa Antônio Serafim Costa  nº31;BI;2000
João Monlevade;Hotel Cassino - área da Arcelor Mittal - Belgo Mineira;Rua do Cassino s/nº;BI;2007
João Monlevade;Igreja São José Operário;Rua Paraúna,nº 641 – Centro Industrial;BI;2024
João Monlevade;Imagem de Santana;Rua Tietê  nº 100 - Escola Estadual Santana;BM;2007
João Monlevade;Conjunto natural e Paisagístico - Centro de Educação Ambiental (CEAM) - 5,51 ha;Estradas internas à RPPN divisa com a BR-262, o antigo campo de aviação , a Usina Belo Mineira e o Bairro Jacuí;CP;2009
João Pinheiro;Réplica da Igrejinha do Sant’Ana do Alegre;Rua Tibúrcio Cardoso de Almeida nº617, Bairro Divinópolis;BI;2025
João Pinheiro;Praça Luiza Mendes Romero - 0,95 ha;Rua Geraldo Rios, Rua Aparício Paiva, Via de acesso ao Mercado e Rua Astolfo Moreira;CP;2019
João Pinheiro;Sobrado Geralda Campos Romero - atual Casa de Cultura;Rua Juca niquinho  nº 220;BI;2015
João Pinheiro;Capela de Nossa Senhora da Conceição;Rua Nilson da Costa Veloso  s/nº - Povoado de Cana Brava;BI;2017
João Pinheiro;Capela do Divino Espírito Santo;Vila do Espirito Santo - Distrito de Olhos D’Agua do Oeste;BI;2018
Joaquim Felício;Acervo de Partituras da antiga Banda Musical de Joaquim Felício;Avenida Getúlio Vargas  nº 135 - Centro;BM;2017
Joaquim Felício;Antiga Prédio da Prefeitura Municipal;Avenida Getúlio Vargas  nº 14 - Centro;BI;2017
Joaquim Felício;Conjunto Arquitetônico e Paisagístico da Estação Ferroviária - 2,3 ha;Rua Terêncio Fernandes s/nº;CP;2008
José Gonçalves de Minas;Fazenda das Gangorras;Estrada secundária que liga José Gonçalves de Minas a Berilo;BI;2007
José Raydan;Quadro do Servo de Deus - Lafayette da Costa Coelho;Residência de Elias Honorato Ramos  estrada do Fonseca s/nº;BM;2013
Juatuba;Imagem de Nossa Senhora de Fátima - acervo de Gilvo Antônio Moreira Dornas;Rua Antônio Dias  nº 405;BM;2008
Juatuba;Estação Ferroviária;Rua João Saliba s/nº;BI;2008
Juiz de Fora;Associação Cultural e Beneficente Ítalo Brasileira Anita Garibaldi;Avenida Barão do Rio Branco  nº 1262;BI;2007
Juiz de Fora;"""Repartições Municipais"" - Paço Municipal - Antiga Câmara Municipal";Avenida Barão do Rio Branco  nº 2234. esquina com a Rua Halfeld;BI;2009
Juiz de Fora;Casa Colucci - Fachadas e volumetria;Avenida Barão do Rio Branco  nº 3263;BI;2007
Juiz de Fora;Centro de Estudos Murilo Mendes - Pró-Reitoria de assuntos comunitários e acervo Murílo Mendes;Avenida Barão do Rio Branco  nº 3372;BI;2007
Juiz de Fora;Antiga Residência Iris Martins Vilela;Avenida Barão do Rio Branco  nº 3512;BI;2007
Juiz de Fora;"""Grupos Centrais"" (volumetria, fachadas e hall de entrada e escada principal)";Avenida Barão do Rio Branco  nº2347;BI;2008
Juiz de Fora;Edifício CIAMPI - volumetria e fachada voltada para Avenida Barão do Rio Branco;Avenida Barão do Rio Branco nº 2153, 2161, 2165;BI;2003
Juiz de Fora;Castelinho SEG - Ultrimagem - volumetria, fachadas e jardins frontais;Avenida Barão do Rio Branco nº 3029;BI;2003
Juiz de Fora;Circulo Militar - volumetria e fachadas laterais e frontal;Avenida Barão do Rio Branco nº 3146;BI;2003
Juiz de Fora;Hospital Santa Lúcia – Cotrel - volumetria e fachada;Avenida Barão do Rio Branco nº 3408;BI;2007
Juiz de Fora;Museu Ferroviário Estação Leopoldina - Volumetria e Fachadas voltadas para a Avenida Brasil e para Avenida Francisco Bernardino;Avenida Brasil  nº 2001 - Fachadas voltadas para a Avenida Brasil e para Avenida Francisco Bernardino - Volumetria;BI;2007
Juiz de Fora;Acervo documental do Fundo Câmara Municipal de Juiz de Fora na 1º República;Avenida Brasil  nº 560;BM;2007
Juiz de Fora;Conjunto Paisagístico das Estações Ferroviárias do Centro de Juiz de Fora-Fachadas e volumetrias dos prédios que formam o conjunto: Estações Leopoldina e Central do Brasil e seus anexos - 8,6388 ha;Avenida Brasil nº 2001;CP;2007
Juiz de Fora;Edificação - volumetria e fachada voltada para a Avenida dos Andradas;Avenida dos Andradas nº 197;BI;2003
Juiz de Fora;Igreja Nossa Senhora da Glória e o marco em granito com as inscrições U.I. 1856, em forma cônica, medindo 50 cm de altura e 30 cm de diâmetro, em sua base localizado no lado luterano do Cemitério da Glória;Avenida dos Andradas nº 855;BI;2007
Juiz de Fora;Edificação Colégio Santos Anjos;Avenida Garibaldi Campinhos  nº 170;BI;2003
Juiz de Fora;Antigas Instalações da Fábrica Bernardo Mascarenhas - Atual Centro Cultural;Avenida Getúlio Vargas  nº 250, Praça Antônio Carlos  nº 41, Rua Paulo Fontin  nº 17 e Rua Paulo Frontin  esquina com a Travessa Doutor Prisco;BI;2007
Juiz de Fora;Edificação - Atual C&A;Avenida Getúlio Vargas  nº 434;BI;2007
Juiz de Fora;Edificação volumetria e fachada voltada para Avenida Getúlio Vargas;Avenida Getúlio Vargas nº 444;BI;2003
Juiz de Fora;Casa d’Itália;Avenida Rio Branco  nº 2585;BI;2007
Juiz de Fora;Fazenda Ribeirão das Rosas;Estrada Ribeirão das Rosas s/nº - Bairro Barbosa Lage;BI;2003
Juiz de Fora;Núcleo Histórico Urbano de Juiz de Fora - 569 unidades;"Formado pelas ruas Santo Antônio, entre Rua Halfeld  Marechal Deodoro; Halfeld entre Rua Gilberto de Alencar e João Pessoa Resende; Marechal Deodoro entre Rua Gilberto Alencar e Francisco Bernardino; Rua Batista de Oliveira entre as Ruas Halfeld e  Marechal Deodoro; Avenida Getúlio Vargas entre as Ruas Espírito Santo e Marechal Deodoro; Rua Paulo de Frontim entre Rua Halfeld e Praça Antônio Carlos; Parque Halfeld ; e Praça Doutor João Penido; Praça Antônio Carlos; Praça João Pessoa";NH;2007
Juiz de Fora;Antigos Bondes;Parque da Lajinha;BM;2008
Juiz de Fora;Estação Ferroviária de Valadares;Povoado de Valadares - Distrito de Rosário de Minas;BI;2009
Juiz de Fora;Conjunto Paisagístico da Praça Antônio Carlos -Fábrica Bernardo Mascarenhas - CIA Industrial e Construtora Pantaleone Arcuri - IInstituto de Educação de J.F.- Escola normal - 8,5985 ha;Praça Antônio Carlos;CP;2007
Juiz de Fora;Marco Comemorativo do Centenário de Juiz de Fora - Monumento Painel do Centenário;Praça da República - Praça da Caveiras;BM;2007
Juiz de Fora;Edificação;Praça Doutor João Penido nº 44;BI;2007
Juiz de Fora;Associação Comercial;Praça Doutor João Penido nº 52-56;BI;2007
Juiz de Fora;"Edificação localizada na esquina da Rua Marechal Deodoro com a Praça Doutor João Penido  composta das seguintes unidades: Praça Doutor João Penido nº 22 que dá acesso ao 2º pavimento onde está instalado o Hotel Renascença;  Lojas térreas nºs 15, 23, 31 e 39 com acesso pela Rua Marechal Deodoro e; Lojas térreas nºs 2, 6, 20, 24, 26 A/B e 38 com acesso à Praça Doutor João Penido - volumetria e Fachada";"Praça Doutor João Penido nºs 2, 6, 20, 22, 24, 26 A-B e 38; Rua Marechal Deodoro nºs 15, 23, 31, 39";BI;2003
Juiz de Fora;Hotel Príncipe - volumetria e fachadas;Praça Doutor João Penido nsº 60, 62, 70 e 74 - esquina com a Rua Halfeld nº 260, 266, 272 e 278;BI;2007
Juiz de Fora;Prédio da Estação RFFSA e passarela anexa;Praça Doutor João Penido s/nº;BI;2007
Juiz de Fora;Conjunto Paisagístico da Praça Doutor João Pessoa, preservadas as fachadas e volumetrias dos imóveis que formam o conjunto: Rua Halfeld 675,  679/ 697, 703/ 711/ 715, Praça João Pessoa s/nº - Cine Teatro Central - Galeria Azarias Vilela e Galeria Ali Halfeld - 0,5527 ha;Praça Doutor João Pessoa;CP;2003
Juiz de Fora;Cinema Central - Antigo Cinetheatro Central - fachadas, pinturas murais e de teto, detalhes decorativos do hall de entrada;Praça João Pessoa - Galeria Azarias Vilela - Galeria Ali Halfed e Rua São João;BI;2007
Juiz de Fora;"Antiga sede da Fazenda da Tapera - Ex-Residência do ""Alcaide-Mor do Fisco e do Mays""";Rua Alencar Tristão nº 236;BI;2009
Juiz de Fora;Edificação volumetria e fachada voltada para a Rua Antônio Dias;Rua Antonio Dias nº 415;BI;2003
Juiz de Fora;Villa Carina;Rua Antônio Dias nº 741;BI;2007
Juiz de Fora;Castelinho dos Bracher - volumetria e fachadas;Rua Antônio Dias Tostes  nº 300;BI;2007
Juiz de Fora;Escola Estadual Duque de Caxias;Rua Barão do Rio Branco  nº 3310;BI;2007
Juiz de Fora;Conjunto Paisagístico do Instituto Granbery -2,1587 ha;Rua Batista de Oliveira  nº 1145;CP;2003
Juiz de Fora;Antiga Delegacia e Cadeia Pública  atual Conservatório Estadual de Música Haidée França Americano: volumetria e fachada voltada para a Rua Batista de Oliveira;Rua Batista de Oliveira nº 377;BI;2003
Juiz de Fora;Casa Guaragil - volumetria e fachada;Rua Batista de Oliveira nº 483;BI;2007
Juiz de Fora;Curtume Krambeck: duas chaminés e parede da fachada revestida de tijolos;Rua Bernardo Mascarenhas  nº 1424 - Bairro Fábrica - Antiga Village da Colônia;BI;2009
Juiz de Fora;Antiga Companhia Mineira de Eletricidade - volumetria e fachada;Rua Bernardo Mascarenhas nº 1215;BI;2007
Juiz de Fora;Capela de Santa Terezinha: volumetria e fachadas;Rua Coronel Miranda s/nº;BI;2007
Juiz de Fora;Antigas instalações da Companhia Industrial e Construtora Pantaleone Arcuri :volumetria e fachadas;Rua Espirito Santo  nº 444,  confluêcia da Praça Antônio Carlos e Avenida Getúlio Vargas;BI;2007
Juiz de Fora;Escola normal - Institudo Estadual de Educação;Rua Espirito Santo s/nº  esquina com Avenida. Getúlio Vargas;BI;2008
Juiz de Fora;Remanescentes das Antigas instalações da Compania Mineira de Eletricidade: volumetria e fachadas - Centrais Elétricas de Minas Gerais;Rua Espírito Santo nº 467 e s/nºª;BI;2008
Juiz de Fora;Edificação: volumetria, fachadas, jardins, canteiros frontais, gradis, portões, chafariz, estátuas /luminárias e demais elementos decorativos;Rua Espírito Santo nº 651 - Vila Iracema;BI;2007
Juiz de Fora;Edifício Wagner Pereira: fachada e volumetria;Rua Halfeld  nº  229/235;BI;2007
Juiz de Fora;Hotel São Luis - volumetria e fachadas voltadas para a Rua Halfeld;Rua Halfeld  nº 350, 354, 360, 364, 368;BI;2008
Juiz de Fora;Cine Palace: volumetria, fachadas e entrada principal;Rua Halfeld  nº 589  esquina com Rua Batista de Oliveira;BI;2009
Juiz de Fora;Edificação: (volumetria e fachadas para Rua Halfeld e Praça Doutor João Pessoa;Rua Halfeld  nº 675;BI;2003
Juiz de Fora;Academia de Comércio: Colégio Cristo Redentor e Antigo Núcleo Artístico  bem como  integralmente a Capela e o Teatro.;Rua Halfeld nº 1179;BI;2007
Juiz de Fora;Edificação: volumetria e fachada da Rua Halfeld;Rua Halfeld nº 199, 203, 207;BI;2003
Juiz de Fora;Cine São Luiz: volumetria e fachada;Rua Halfeld nº 213;BI;2007
Juiz de Fora;Banco do Brasil:  volumetria e fachada;Rua Halfeld nº 450  esquina com Avenida Getúlio Vargas;BI;2007
Juiz de Fora;Banco de Crédito Real e o Museu e Arquivo Histórico;Rua Halfeld nº 504 esquina com Avenida Getúlio Vargas;BI;2008
Juiz de Fora;Banco ITAU Antigo BEMGE :fachada da Rua Halfeld e volumetria;Rua Halfeld nºs 533, 541, 547;BI;2003
Juiz de Fora;Agência Bradesco: volumetria e fachadas voltadas para Rua Halfeld e Praça João Pessoa;Rua Halfeld nº 695-  697;BI;2003
Juiz de Fora;Empresa Brasileira de Correios e Telégrafos de Juiz de Fora - EBCT: volumetria e fachadas;Rua Marechal Deodoro  nº 470;BI;2007
Juiz de Fora;Edifício Jesus de Oliveira- antiga sede do Tiro de Guerra  nº 17;Rua Santo Antônio  nº 110;BI;2007
Juiz de Fora;Fórum da Cultura;Rua Santo Antônio nº 1112;BI;2007
Juiz de Fora;Antigas Instalações da Companhia de Fiação e Tecelagem Santa Cruz;Rua São Sebastião  nº 488, 516 e 518;BI;2007
Juiz de Fora;Edificação - volumetria e fachada;Rua Silva Jardim nº 296;BI;2007
Juiz de Fora;Edificação - volumetria e fachada;Rua Silva Jardim nº 306;BI;2007
Juiz de Fora;Conjunto do Parque Halfeld - 3,3986 ha;Latitude: -21.7611 -  Longitude: -43.3503.;CP;2007
Juiz de Fora;Conjunto Paisagístico da Rua Halfeld entre Rua Batista de Oliveira e Avenida Getúlio Vargas: fachadas e volumetrias dos prédios que formam o Conjunto -  0,8808 ha;"Rua Halfeldnºs 450, 487- 517, 504, 533 - 547, 581, 599; Avenida Getúlio Vargas nºs  434 - 438 - 438A -  444";CP;2003
Juiz de Fora;Monumento Hermenegildo Villaça;Praça Hermenegildo Villaça em frente a Igreja São Sebastião;BM;2003
Ladainha;Antiga Estação E.F.B.M. – atual Rodoviária;Avenida João Bastos Cayô, nº282, Centro;BI;2011
Lagoa da Prata;Imagem de Nosso Senhor dos Passos;Praça da Matriz s/ nº - Igreja Matriz de São Carlos Barromeu;BM;2007
Lagoa da Prata;Antiga casa da Fazenda do Coronel Carlos Bernardes;Praça Dona Alexandrina nº 145 - Bairro Santa Alexandrina;BI;2006
Lagoa da Prata;Estação Ferroviária;Rua da Redes/nº;BI;2023
Lagoa da Prata;Praia Municipal Lucas Antônio de Resende - 74 ha;Avenida do Contorno, Avenida Ferroviária, e Avenida Dr. Antônio Luciano Pereira Filho - Bairro Santa Alexandrina.;CP;2012
Lagoa Dourada;Fazenda Engenho Grande dos Cataguases;Área  Rural;BI;2018
Lagoa Dourada;Sítio Arqueológico do Córrego da Figueira - 2,18 ha;As margens do Córrego da Figueira - Engenho Novo;CP;2009
Lagoa Dourada;Imagem de Santo Antônio;Igreja Matriz de Santo Antônio;BM;2014
Lagoa Dourada;Cemitério do Povoado de Catauá;Povoado de Catauá;BI;2004
Lagoa Dourada;Igreja Matriz de Santo Antônio;Praça Dom Assis  nº76;BI;2004
Lagoa Dourada;Igreja Nossa Senhora do Rosário;Praça dos Sagrados Corações;BI;2004
Lagoa Dourada;Igreja do Senhor Bom Jesus;Praça Conego Agostinho s/nº;BI;2004
Lagoa Dourada;Gameleira / Figueira;Rua Bom Jesus  s/nºª - esquina com a Travessa Bom Jesus;BI;2004
Lagoa Formosa;Túmulo da Família Carneiro;Cemitério Municipal - Rua Senhô Limírio nº1045;BI;2010
Lagoa Formosa;Sino e Relógio da Igreja Matriz  Nossa Senhora Piedade;Igreja Matriz de Nossa Senhora da Piedade;BM;2011
Lagoa Formosa;Orla e Lagoa d'água -  6 ha;Avenida Juscelino Kubstcheck s/nº;CP;2010
Lagoa Santa;Lagoa Central - 182 ha;Avenida Getúlio Vargas;CP;2010
Lagoa Santa;Iate Clube Joá;Avenida Getúlio Vargas, nº2.675 – Bairro Várzea;BI;2023
Lagoa Santa;Gruta da Lapinha - 0,3 ha;Dsitrito de Lapinha;CP;2010
Lagoa Santa;Capela de Sant'Ana;Fidalgo;BI;2010
Lagoa Santa;Conjunto de imagens: Nossa Senhora das Dores e Nosso Senhor dos Passos;Igreja Matriz de Nossa Senhora da Saúde;BM;2010
Lagoa Santa;Sobrado de Mamaca;Praça Doutor Lund nº 85;BI;2010
Lagoa Santa;Grupo Escolar Doutor Lundi;Praça Doutor Lundi nº 33 - Centro;BI;2009
Lagoa Santa;Capela do Morro do Cruzeiro  - Capela de Nossa Senhora da Conceição;Praça Efigênia Guimarães - Morro do Cruzeiro;BI;2007
Lagoa Santa;Capela Nossa Senhora do Rosário;Rua Marechal Deodoro da Fonseca com Rua do Rosário s/nº;BI;2002
Lagoa Santa;Museu de Arqueologia da Lapinha – Castelinho;Parque Estaduall do Sumidouro - Rua do Rosário nº02 - Lapinha;BI;2023
Lambari;Imagem de  Nossa Senhora dos Remédios;Igreja Matriz de Nossa Senhora da Saúde;BM;2007
Lambari;Conjunto Arquitetônico e Paisagístico: Castelo do Cassino do Lago, Lago Guanabara, Farol da Cascata, Cascata do Lago, Parque Wenceslau Braz e Parque Aquático adjacente – (15,3 ha);Não informado;CP;2002
Lamim;Imagem do Divino Espírito Santo;Igreja Matriz do Divino Espírito Santo - Praça do Divino Espírito Santo;BM;2005
Laranjal;Praça Oriques Alexandre de Almeida - 1,8 ha;Quarteirão entre Ruas Getúliuo Vargas e Marechal Deodoro;CP;2013
Lassance;Casarão Lisboa - Sobrado;Avenida Franklin Quinta e Silva, s/nº - antigo n° 563 - Centro;BI;2022
Lassance;Antiga Estação Ferroviária;Pátio da RFFSA  s/ nº - Centro;BI;2001
Lassance;Casa do Agente da Estação;Rua Expedicionários, 453 - Centro (antigo prédio da PM);BI;2022
Lavras;Escultura O Agricultor de E. Picault;Campus da Universidade Federal de Lavras s/nº - Centro;BM;2011
Lavras;Escultura: Ceres deusa da agricultura  da terra e da fertilidade, de Émile Picault;Campus da Universidade Federal de Lavras s/nº - Centro;BM;2011
Lavras;Prédio do Museu Bi Moreira;Campus da Universidade Federal de Lavras s/nº - Centro;BI;2008
Lavras;Tela Verônica;Igreja de Nossa Senhora do Rosário na Praça Doutor Augusto Silva - Centro;BM;2023
Lavras;Galpões da Antiga Rede Ferroviária;Pátio da RFFSA  s/ nº - Centro;BI;2008
Lavras;Monumento à Ponte do Funil;Praça da Comunidade do Funil entre Rua Maria Aparecida Melo e Rua Patrick da Silva Reis;BI;2023
Lavras;Praças Doutor Augusto Silva e Leonardo Venerando Pereira - 1,1 ha;Praça Doutor Augusto e Leonardo Venerando Pereira - Centro;CP;2008
Lavras;Escola Municipal Álvaro Botelho;Praça Doutor Jorge  nº 130 - Centro;BI;2007
Lavras;Praça Doutor José Esteves - 0,3347 ha;Praça Doutor José Esteves;CP;2018
Lavras;Cruzeiro;Praça Zumbi dos Palmares - Rua Cristiano Silva - Bairro Vila Vilela;BI;2018
Lavras;Escola Estadual Firmino Costa;Rua Barbosa Lima  nº 361 - Centro;BI;2007
Lavras;Estação Ferroviária Costa Pinto;Rua Gustavo Pena s/nº - Centro;BI;2007
Lavras;Casa de Cultura;Rua Santana  nº 111 - Centro;BI;2007
Lavras;Postes do Bonde;Rua Santana, Praça Doutor Augusto Silva,  Rua Francisco Sales e Rua Otacilio negrão;BI;2020
Leandro Ferreira;Capela do Padre Libério;Rua da Pilata,s/nº - Centro;BI;2023
Leme do Prado;Praça Sagrado Coração de Jesus - 1,1 ha;Leme do Prado - Centro;CP;2013
Lima Duarte;Estação Ferroviária Deocleciano Vasconcellos-Estação Paradinha - Ruínas;Avenida Centenária s/nº - Bairro Paradinha;BI;2018
Lima Duarte;Imagem de Nossa Senhora do Rosário e Sacrário;Capela da Igreja Nossa Senhora do Rosário - Praça Juscelino Kubitschek;BM;2003
Lima Duarte;Conjunto Arquitetônico da Capela de Nossa Senhora do Rosário de Conceição de Ibitipoca:Fachadas exteriores, adro, todas as áreas internas tais como: sacristia, todo o acervo de imaginárias, o mobiliário, alfaias, documentos, registros, vestes eclesiais, trabalhos em talha e todos os bens móveis e a Praça Nossa Senhora do Rosário  que faz divisa com as Ruas Pedra Aflorada, Mariano Pacheco, Salvador Barra, Cônego Carlos Otaviano Dias e onde iniciam as Ruas Antônio Carlos Oliveira e o Lava pés. A referida Praça estende-se até o Córrego da Conceição/ Igreja de Nossa Senhora do Rosário de Conceição de Ibitipoca e acervo;Conceição de Ibitipoca;BI;2002
Lima Duarte;Pontilhão da Estrada de Ferro Central do Brasil e as pilastras;Cruzamento da Avenida Centenário e Rua José de Sales;BI;2003
Lima Duarte;Matriz de Nossa Senhora da Conceição com suas fachadas exteriores (o adro, a árvore, o busto do padre Carlos e a casa do sino), todas as áreas internas tais como as sacristias das laterais, todo o acervo de imaginárias, o mobiliário, alfáias e documenos, registros, vestes eclesiais, painéis no teto e paredes laterais em tábuas e todos os bens móveis - 0,48 ha;Distrito de Conceição de Ibitipoca;CP;2002
Lima Duarte;Conjunto Arquitetônico da Igreja do Rosário de São Domingos da Bocaina e sua praça: bens móveis, alfáias, imaginárias e documantos pertencentes à Igreja;Distrito de São Domingos da Bocaina;BI;2002
Lima Duarte;Igreja de São Domingos de Gusmão: fachadas exteriores, o adro , coreto, todas as áreas internas: sacristias das laterais, todo o acervo imaginárias, o mobiliário, as alfaias, documentos, registros, vestes eclesiais,  painéis no teto e paredes  trabalhos em talha e todos os bens móveis;Distrito de São Domingos da Bocaina;BI;2002
Lima Duarte;Imagem de São Sebastião, Santa Matilde e Crucifixo da Capela de São José do Lopes;Capela de São José dos Lopes - Distrito de São José dos Lopes;BM;2002
Lima Duarte;Igreja de Nossa Senhora do Rosário de Lima Duarte:móveis,  alfaias, imaginárias, paramentos litúrgicos e documentos;Distrito Sede;BI;2002
Lima Duarte;Oratório da Família de Ivo de Oliveira Nunes;Fazenda Água Limpa situado em Laranjeiras-  Povoado do Distrito de São José dos Lopes;BM;2002
Lima Duarte;Processos Findos Criminais arquivados no Fórum Senador Alfredo Catão;Fórum Senador Alfredo Catão;BM;2002
Lima Duarte;Conjunto de Imagens: São Francisco de Assis e Cristo Anão, altar-mor,jarras e castiçais;Igreja de São Francisco - Praça Cônego Carlos - Bairro São Francisco;BM;2002
Lima Duarte;Imagem de Nossa Senhora das Dores;Igreja Matriz de Nossa Senhora das Dores - Praça Vigário Maia;BM;2019
Lima Duarte;Calçamento de paralelepípedo do lado direito da Praça Juscelino Kubitschek;Lado direito da Praça Juscelino Kubitschek que se estende até a Rua Antônio Carlos no entroncamento com a Rua Tranquedo Alves;BI;2003
Lima Duarte;Imagens de Santa Luzia, Nossa Senhora das Graças, Nossa Senhora da Conceição, São José, os castiçais e a cruz de metal da Matriz de Nossa Senhora das Dores;Matriz de Nossa Senhora das Dores;BM;2002
Lima Duarte;Igreja de São Sebastião em Rancharia, Fachadas exteriores, adro, coreto, sacristia,  imaginárias, mobiliário, alfaias,  documentos,  Registros, vestes eclesiais,  trabalhos em talha,  painéis no teto, paredes e no altar-mor e todos os bens móveis;Povoado da Rancharia - Distrito de Conceição de Ibitipoca;BI;2002
Lima Duarte;Conjunto Arquitetônico da Igreja Nossa Senhora dos Remédios de Mogol, bem como todos os móveis, alfáias, imaginárias, paramentos litúrgicos e documentos pertencentes a esta Igreja e ainda a Praça situada em torno da Igreja incluindo a Capela de Bom Jesus do Pião, o coreto e o pequeno chafariz do Povoado de Mogol;Povoado de Mogol;BI;2007
Lima Duarte;Imóvel onde se localiza o Prédio da Estação Ferroviária nacional de Orvalho  com suas fachadas exteriores (plataforma e quintal)  todas as áreas internas: salas e armazens  salões;Praça do Povoado de Orvalho;BI;2002
Lima Duarte;"Árvore Samanea Tubulosa (Benth)  conhecida como ""Sete Cascas""";Praça Juscelino Kubitschek  à esquerda do Prédio da Prefeitura Municipal - Centro;BI;2002
Lima Duarte;Prefeitura Municipal: fachadas exteriores, estátua de Juscelino Kubitschek e a frente um Conjunto Paisagístico,salas, um jogo de conversadeiras, relógio de pé, conjunto de mesas e cadeiras do salão nobre.;Praça Juscelino Kubitschek nº 173 - Centro;BI;2002
Lima Duarte;Relógio externo da Igreja Matriz de Nossa Senhora das Dores;Praça Vigário Maia - Centro;BM;2007
Lima Duarte;Câmara Municipal: fachadas exteriores, salas, escada, mobiliário, documentoss e bens móveis;Rua Antônio Carlos nº 51 - Centro;BI;2002
Lima Duarte;Antiga Estação da Rede Ferroviária Nacional de Lima Duarte : fachadas exteriores, plataforma, salas, armazéns e sala de espera.;Rua Benvindo Manoel de Paula s/nº - Barreira;BI;2002
Lima Duarte;Maquinário e Equipamento da Cervejaria Genuína;Rua José de Sales  nº 16 - Centro;BM;2002
Lima Duarte;Escola Estadual Bias Fortes: fachadas exteriores, duas estátuas, galpão, varandas e jardins, salas e demais dependências;Rua José de Sales nº 111 - Centro;BI;2000
Lima Duarte;Oratório do Senhor Jobi Moreira D'Ávila - Oratório de  Nossa Senhora do Perpétuo Socorro;Rua Olímpio Otacílio de Paulo  nº 206 - Centro;BM;2002
Lima Duarte;Serra do Ibitipoca;Domínios geomorfológicos da Serra da Mantiqueira e Planalto da Andrelândia;CP;1989
Limeira do Oeste;Cemitério  Rural do Calais;Sítio do Senhor José Orcélio Abrão;BI;2015
Luisburgo;Imagem de São Luiz Gonzaga;Igreja Matriz de São Luiz Gonzaga - Avenida São Luiz Gonzaga s/nº;BM;2017
Luisburgo;Galpão de Máquinas - Casarão;Rua São Francisco de Assis s/nº - Centro;BI;2019
Luminárias;Ex-voto a Nossa Senhora da Conceição - Acervo da Casa de Cultura de Luminárias;Acervo da Casa de Cultura de Luminárias - Travessa José Venâncio nº 31 - Centro;BM;2024
Luminárias;Igreja Velha;Rua Silva Pinto  nº 312;BI;2010
Luz;Monumento de São Rafael;Cruzamento das ruas Coronel José Thomaz e Oito de Julho - Centro;BM;2018
Luz;Catedral Diocesana Nossa Senhora da Luz;Praça Dona Anita s/nº - Centro;BI;2018
Luz;Cine Pio XI - Cine Lux;Rua Coronel José Thomas;BI;2006
Luz;Casa Grande;Rua Nelson Gomes Macedo Filho  nº 74 - Centro;BI;2014
Luz;Arquivo do Jornal de Luz;Rua Nossa Senhora de Fátima, nº306 - Centro;BM;2020
Machado;Conjunto Paisagístico da Prainha de Machado - 4,28 ha;Alameda Donatília Passos Swerts - Bairro Santo Amaro;CP;2024
Machado;Imagem de São João Batista;Igreja do Distrito de Douradinho - Praça Belo Horizonte;BM;2007
Machado;Casa de Cultura - Antigo Prédio da Santa Casa de Misericórdia;Rua João Miguel da Silva  nº 12;BI;2004
Machado;Imagem de São Benedito;Rua João Miguel da Silva, nº64- Centro;BM;2024
Machado;Castelinho de Machado;Praça Antônio Carlos;BM;2021
Madre de Deus de Minas;Quadro Vista da Serra dos Dois Irmãos;Prédio da Prefeitura Municipal de Madre de Deus de Minas - Praça Padre Pedro Onclin, nº26, Centro;BM;2025
Madre de Deus de Minas;Prédio da Prefeitura Municipal de Madre de Deus de Minas;Praça Padre Pedro Onclin  nº 26;BI;2022
Manga;Antigo Mercado Central;Avenida Tiradentes  nº 290;BI;2003
Manga;Escola Estadual Presidente Olegário Maciel (ala construída em 1933);Praça Padre Ricardo  nº 1122 - Centro;BI;2003
Manhuaçu;Palácio da Cultura;Avenida Salime Nacif  nº 469;BI;2001
Manhuaçu;Busto do Bandeirante Domingos Fernandes de Lana;Praça 05 de novembro s/nº - Centro;BM;2018
Manhumirim;Igreja de São Roque;Praça Dom Antônio Felipe da Cunha s/nº;BI;2004
Manhumirim;Imagem de São Roque;Retábulo Colateral do(lado evangelho-  Igreja de São Roque - Praça Dom Antônio Felipe da Cunha s/nº;BM;2004
